Наименование,Бренд,Категория,Код товара,Артикул,Цена РРЦ,Цена РИЦ,Цена для клиентов,Суммарный остаток,Остаток по складам
Настенная однорядная решетка 1 WA 400*150,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Воздухораспределительные устройства,НС-0006928,1 WA  400*150,897.04,840.0,627.93,191,"{'екатеринбург склад': '4', 'ррц Екатеринбург LV NEW': '38', 'фрц Киржач': '149'}"
Настенная однорядная решетка 1 WA 500*100,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Воздухораспределительные устройства,НС-0006931,1_WA  500*100,794.26,740.0,555.98,156,"{'екатеринбург склад': '1', 'ррц Екатеринбург LV NEW': '2', 'фрц Киржач': '153'}"
Настенная однорядная решетка 1 WA 500*150,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Воздухораспределительные устройства,НС-0006932,1 WA  500*150,1065.24,990.0,745.67,18,{'ррц Екатеринбург LV NEW': '18'}
Настенная однорядная решетка 1 WA 700*150,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Воздухораспределительные устройства,НС-0006939,1 WA  700*150,1513.76,1410.0,1059.63,12,{'фрц Киржач': '12'}
Настенная однорядная решетка 1 WA 800*200,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Воздухораспределительные устройства,НС-0006943,1 WA  800*200,2037.03,1900.0,1425.92,43,{'фрц Киржач': '43'}
Настенная однорядная решетка 1 WA 1000*200,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Воздухораспределительные устройства,НС-0006945,1 WA 1000*200,2672.44,2500.0,1870.71,5,{'фрц Киржач': '5'}
Анкер болт SHUFT 10х60 (упак_50шт.),SHUFT,"Расходные материалы, аксессуары и инструменты для ОВК/Расходные материалы для вентиляции/Крепежные изделия",НС-1485704,DAB10х60,330.0,330.0,314.0,ожидается поставка,{}
Фильтр карманный (материал) FRr (F7-EU7) 700*400,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Фильтры,НС-0086207,FRr (F7-EU7) 700*400,8160.0,8160.0,4243.2,ожидается поставка,{}
Осушитель канальный Shuft SHA-D50,SHUFT,"Увлажнение, осушение и очистка воздуха/Осушители воздуха/Полупромышленные осушители воздуха",НС-1442253,SHA-D50,593636.39,555890.0,296818.2,8,{'фрц Киржач': '8'}
FRKr (G3) 500x250/50 Фильтр кассетный,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Фильтры,НС-1033157,FRKr (G3) 500x250/50,1880.0,1880.0,977.6,63,"{'ррц Екатеринбург LV NEW': '7', 'фрц Киржач': '56'}"
Вентилятор крышный SHUFT RMVE 400/600-4 VIM,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1064696,RMVE 400/600-4 VIM,80040.0,80040.0,41620.8,25,{'фрц Киржач': '25'}
CMFE 355 Вентилятор диагональный канальный энергосберегающий,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-0076038,CMFE 355,116679.89,114070.0,60673.54,40,"{'ррц Екатеринбург LV NEW': '2', 'фрц Киржач': '38'}"
Вентилятор канальный центробежный SHUFT CFk 160 VIM,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-1077770,CFk 160 VIM,10420.0,10420.0,5418.4,269,"{'екатеринбург склад': '2', 'ррц Екатеринбург LV NEW': '13', 'фрц Киржач': '254'}"
Установка приточная AIRTUBE 200,SHUFT,Вентиляция и кондиционирование зданий/Моноблочные вентиляционные установки/Компактные моноблочные приточные установки,НС-1170544,AIRTUBE 200,44760.0,44760.0,29989.2,1,{'фрц Киржач': '1'}
Круглый канальный вентилятор TUBE 200 XL,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-0006551,TUBE 200 XL,11770.0,11770.0,6120.4,1,{'екатеринбург склад': '1'}
Круглый канальный вентилятор TUBE 315 XL,SHUFT,Вентиляция и кондиционирование зданий/Общеобменные системы вентиляции/Вентиляторы для модульных систем,НС-0006554,TUBE 315 XL,16070.0,16070.0,8356.4,более 500,"{'екатеринбург склад': '3', 'ррц Лакинск': '1388', 'ррц Екатеринбург LV NEW': '81', 'фрц Киржач': 'более 500'}"
